Pupil Name,Date of Birth,"This Year's Birthday",Month,Cake Needed On,BDs per Weekday and Month
Penni Nobriga,2014-05-27,2022-05-27,May,Friday,30
Ted Gobel,2014-05-29,2022-05-29,May,Friday,30
Jody Alvin,2013-05-15,2022-05-15,May,Friday,30
Alvera Roussel,2013-05-22,2022-05-22,May,Friday,30
Heindrick Okie,2014-05-06,2022-05-06,May,Friday,30
Giacinta Pardal,2012-05-28,2022-05-28,May,Friday,30
Honey Nieass,2014-11-23,2022-11-23,November,Wednesday,17
Marys Inseal,2012-11-16,2022-11-16,November,Wednesday,17
Arri Sleney,2013-11-23,2022-11-23,November,Wednesday,17
Sharla Almond,2011-11-16,2022-11-16,November,Wednesday,17
Moises Orrocks,2012-11-30,2022-11-30,November,Wednesday,17
Paulina Vale,2014-11-23,2022-11-23,November,Wednesday,17
Rafaelita Punshon,2011-11-09,2022-11-09,November,Wednesday,17
Zebadiah Nudde,2011-11-09,2022-11-09,November,Wednesday,17
Dew Bartlett,2014-11-23,2022-11-23,November,Wednesday,17
Blanche Edling,2012-11-02,2022-11-02,November,Wednesday,17
Etti Ehlerding,2012-11-23,2022-11-23,November,Wednesday,17
Jecho Ebbrell,2014-11-02,2022-11-02,November,Wednesday,17
Florida Forestall,2012-11-02,2022-11-02,November,Wednesday,17
Agata Martyn,2013-11-23,2022-11-23,November,Wednesday,17
Heidi Elderkin,2012-11-16,2022-11-16,November,Wednesday,17
Emmott Pressman,2012-11-02,2022-11-02,November,Wednesday,17
Alika Bunclark,2014-11-09,2022-11-09,November,Wednesday,17
Annalise Roll,2012-07-04,2022-07-04,July,Monday,11
Ernesta Siggers,2015-07-04,2022-07-04,July,Monday,11
Daniele McCloy,2013-07-11,2022-07-11,July,Monday,11
Mildrid Blurton,2013-07-04,2022-07-04,July,Monday,11
Andeee Dorrity,2015-07-25,2022-07-25,July,Monday,11
Valerie MacDonagh,2014-07-04,2022-07-04,July,Monday,11
Norrie Kencott,2012-07-25,2022-07-25,July,Monday,11
Franciska Betonia,2012-07-11,2022-07-11,July,Monday,11
Agnese Wahlberg,2013-07-18,2022-07-18,July,Monday,11
Codi Widger,2014-07-04,2022-07-04,July,Monday,11
Felike Whardley,2014-07-18,2022-07-18,July,Monday,11
Brantley Thorley,2012-03-02,2022-03-02,March,Wednesday,6
Price Harrald,2013-03-30,2022-03-30,March,Wednesday,6
Aharon Ricardin,2013-03-02,2022-03-02,March,Wednesday,6
Patience Turfin,2012-03-23,2022-03-23,March,Wednesday,6
Frieda Peart,2012-03-02,2022-03-02,March,Wednesday,6
Jerry Archard,2013-03-09,2022-03-09,March,Wednesday,6
Lola Rubinfajn,2012-06-29,2022-06-29,June,Wednesday,15
Phillie Allsepp,2012-06-29,2022-06-29,June,Wednesday,15
Konstantine Parysowna,2015-06-01,2022-06-01,June,Wednesday,15
Tiffy Glanz,2015-06-15,2022-06-15,June,Wednesday,15
Lynett Dibdin,2012-06-08,2022-06-08,June,Wednesday,15
Robina Exroll,2015-06-01,2022-06-01,June,Wednesday,15
Olivia Elsay,2014-06-29,2022-06-29,June,Wednesday,15
Puff Wattam,2013-06-29,2022-06-29,June,Wednesday,15
Theda Ryam,2013-06-15,2022-06-15,June,Wednesday,15
Gabbi Dowdell,2013-06-22,2022-06-22,June,Wednesday,15
Andy Yosifov,2015-06-15,2022-06-15,June,Wednesday,15
Peggie Derrett,2012-06-29,2022-06-29,June,Wednesday,15
Kamila Blakes,2014-06-29,2022-06-29,June,Wednesday,15
Barn Poyntz,2015-06-22,2022-06-22,June,Wednesday,15
Arnold Emps,2013-06-22,2022-06-22,June,Wednesday,15
Shirline Longstaff,2013-07-13,2022-07-13,July,Wednesday,19
Lorraine Halbard,2013-07-20,2022-07-20,July,Wednesday,19
Floria Kitlee,2012-07-06,2022-07-06,July,Wednesday,19
Osgood Darnborough,2013-07-20,2022-07-20,July,Wednesday,19
Alia Whayman,2015-07-06,2022-07-06,July,Wednesday,19
Alyson Lindsell,2012-07-06,2022-07-06,July,Wednesday,19
Aland Ashlee,2012-07-13,2022-07-13,July,Wednesday,19
Shaylah Bottle,2014-07-06,2022-07-06,July,Wednesday,19
Jdavie Chard,2013-07-20,2022-07-20,July,Wednesday,19
Tammy Elcombe,2013-07-13,2022-07-13,July,Wednesday,19
Krystle Davage,2012-07-27,2022-07-27,July,Wednesday,19
Esmaria Tawn,2013-07-20,2022-07-20,July,Wednesday,19
Miles Pavitt,2015-07-27,2022-07-27,July,Wednesday,19
Norris Denness,2014-07-13,2022-07-13,July,Wednesday,19
Basia Oswal,2015-07-06,2022-07-06,July,Wednesday,19
Carri Livings,2012-07-27,2022-07-27,July,Wednesday,19
Bary Amyes,2013-07-20,2022-07-20,July,Wednesday,19
Meyer Barca,2014-07-13,2022-07-13,July,Wednesday,19
Chrotoem Thominga,2014-07-20,2022-07-20,July,Wednesday,19
Jeni Donald,2013-06-07,2022-06-07,June,Tuesday,11
Elizabeth Pattenden,2013-06-07,2022-06-07,June,Tuesday,11
Wood Upjohn,2012-06-07,2022-06-07,June,Tuesday,11
Matty Piperley,2014-06-14,2022-06-14,June,Tuesday,11
Ramsay Wither,2012-06-14,2022-06-14,June,Tuesday,11
Fair Brandi,2012-06-14,2022-06-14,June,Tuesday,11
Isacco Holston,2012-06-28,2022-06-28,June,Tuesday,11
Loreen MacCauley,2015-06-07,2022-06-07,June,Tuesday,11
Valentine Bischof,2014-06-28,2022-06-28,June,Tuesday,11
Thelma Carabine,2014-06-14,2022-06-14,June,Tuesday,11
Erinna Rosthorn,2013-06-14,2022-06-14,June,Tuesday,11
Gilberta Silversmidt,2014-09-08,2022-09-08,September,Thursday,14
Carolus Bremmer,2011-09-15,2022-09-15,September,Thursday,14
Mahala Henze,2014-09-15,2022-09-15,September,Thursday,14
Hatty Crotty,2013-09-22,2022-09-22,September,Thursday,14
Lauretta Greenhalf,2013-09-08,2022-09-08,September,Thursday,14
Oberon Pollie,2011-09-22,2022-09-22,September,Thursday,14
Oralla Braffington,2011-09-01,2022-09-01,September,Thursday,14
Adara Beringer,2011-09-01,2022-09-01,September,Thursday,14
Carmelina Ashbridge,2012-09-08,2022-09-08,September,Thursday,14
Zedekiah Anstie,2011-09-08,2022-09-08,September,Thursday,14
Livvyy Vasquez,2011-09-15,2022-09-15,September,Thursday,14
Berthe Sheerman,2013-09-29,2022-09-29,September,Thursday,14
Patsy Piner,2013-09-29,2022-09-29,September,Thursday,14
Olly Navarijo,2012-09-08,2022-09-08,September,Thursday,14
Aubrette Mc Dermid,2012-10-09,2022-10-09,October,Friday,27
Kerby Scain,2012-10-30,2022-10-30,October,Friday,27
Regina Isenor,2011-10-16,2022-10-16,October,Friday,27
Christoph Udall,2011-10-15,2022-10-15,October,Friday,27
Milka Fosbraey,2011-10-30,2022-10-30,October,Friday,27
Windy Curgenuer,2013-10-28,2022-10-28,October,Friday,27
Berkly Dodding,2014-10-14,2022-10-14,October,Friday,27
Jeannette Symonds,2012-10-23,2022-10-23,October,Friday,27
Drusilla Tuson,2014-10-14,2022-10-14,October,Friday,27
Ettie Condie,2012-10-23,2022-10-23,October,Friday,27
Bartholomew Coyle,2011-10-14,2022-10-14,October,Friday,27
Aldus Lindro,2011-10-21,2022-10-21,October,Friday,27
Melodie Maine,2011-10-15,2022-10-15,October,Friday,27
Lelah Huyghe,2011-10-16,2022-10-16,October,Friday,27
Audre Balsdon,2012-10-16,2022-10-16,October,Friday,27
Kerstin Escreet,2013-10-28,2022-10-28,October,Friday,27
Harold Heminsley,2012-10-16,2022-10-16,October,Friday,27
Vallie Payton,2012-10-08,2022-10-08,October,Friday,27
Perkin Caughey,2012-10-16,2022-10-16,October,Friday,27
Reggis Daniello,2014-10-16,2022-10-16,October,Friday,27
Haywood Tithecote,2013-10-28,2022-10-28,October,Friday,27
Mike Ginnelly,2011-10-30,2022-10-30,October,Friday,27
Shaine Matas,2012-10-16,2022-10-16,October,Friday,27
Charisse Divina,2014-10-21,2022-10-21,October,Friday,27
Alys McReidy,2011-10-21,2022-10-21,October,Friday,27
Alvy Fleis,2012-10-28,2022-10-28,October,Friday,27
Efrem Roswarne,2014-10-21,2022-10-21,October,Friday,27
Toddie Nanetti,2013-10-04,2022-10-04,October,Tuesday,9
Kimbra Whelan,2013-10-25,2022-10-25,October,Tuesday,9
Rona Hammill,2011-10-25,2022-10-25,October,Tuesday,9
Alf Stiff,2014-10-04,2022-10-04,October,Tuesday,9
Drucy Greet,2011-10-18,2022-10-18,October,Tuesday,9
Hagan Rawne,2014-10-04,2022-10-04,October,Tuesday,9
Kip Bannell,2012-10-18,2022-10-18,October,Tuesday,9
Glennis Eastlake,2012-10-25,2022-10-25,October,Tuesday,9
Dela Corradeschi,2014-10-04,2022-10-04,October,Tuesday,9
Jaquelyn Jantzen,2012-10-20,2022-10-20,October,Thursday,14
Issi Amey,2012-10-20,2022-10-20,October,Thursday,14
Stacy Conneely,2013-10-13,2022-10-13,October,Thursday,14
Denna Bulluck,2011-10-20,2022-10-20,October,Thursday,14
Maximilien Shipcott,2014-10-20,2022-10-20,October,Thursday,14
Linda Haberjam,2011-10-06,2022-10-06,October,Thursday,14
Ivonne World,2011-10-06,2022-10-06,October,Thursday,14
Magdalene Treend,2011-10-20,2022-10-20,October,Thursday,14
Amitie Elvy,2013-10-06,2022-10-06,October,Thursday,14
Natalie Swynfen,2013-10-06,2022-10-06,October,Thursday,14
Alix McGonnell,2012-10-20,2022-10-20,October,Thursday,14
Maure Kenwell,2012-10-20,2022-10-20,October,Thursday,14
Karel Hovenden,2014-10-06,2022-10-06,October,Thursday,14
Maxine Peizer,2013-10-06,2022-10-06,October,Thursday,14
Kimberli Severs,2011-09-19,2022-09-19,September,Monday,7
Keven Latchford,2013-09-05,2022-09-05,September,Monday,7
Elisa Whiteley,2014-09-05,2022-09-05,September,Monday,7
Theresina Woolnough,2014-09-19,2022-09-19,September,Monday,7
Dorotea Wadesworth,2011-09-12,2022-09-12,September,Monday,7
Rodrick Lepere,2012-09-19,2022-09-19,September,Monday,7
Meredith Dreng,2011-09-12,2022-09-12,September,Monday,7
Nicolea Selby,2014-04-04,2022-04-04,April,Monday,10
Verina Knoton,2014-04-04,2022-04-04,April,Monday,10
Clo Knoton,2014-04-25,2022-04-25,April,Monday,10
Sayer Romain,2014-04-11,2022-04-11,April,Monday,10
Kareem Shieldon,2012-04-11,2022-04-11,April,Monday,10
West Breheny,2015-04-25,2022-04-25,April,Monday,10
Curry Dawbery,2013-04-25,2022-04-25,April,Monday,10
Poul Frane,2012-04-11,2022-04-11,April,Monday,10
Barnie Drees,2013-04-25,2022-04-25,April,Monday,10
Zoe Djorvic,2013-04-04,2022-04-04,April,Monday,10
Jarret Winscom,2013-03-05,2022-03-05,March,Friday,31
Hadrian Scourgie,2012-03-20,2022-03-20,March,Friday,31
Lezlie Meyer,2015-03-19,2022-03-19,March,Friday,31
Fredric Skerme,2012-03-12,2022-03-12,March,Friday,31
Selma Litherborough,2014-03-20,2022-03-20,March,Friday,31
Berti Smardon,2014-03-26,2022-03-26,March,Friday,31
Nevile Jurewicz,2014-03-25,2022-03-25,March,Friday,31
Pearce Clayworth,2012-03-19,2022-03-19,March,Friday,31
Madlen Lethardy,2014-03-18,2022-03-18,March,Friday,31
Evita Sirett,2014-03-13,2022-03-13,March,Friday,31
Berkly Stanett,2015-03-27,2022-03-27,March,Friday,31
Valentine McPherson,2012-03-04,2022-03-04,March,Friday,31
Kimbra Yuille,2013-03-13,2022-03-13,March,Friday,31
Yoshiko Dies,2013-03-11,2022-03-11,March,Friday,31
Ivy Bridgen,2012-03-06,2022-03-06,March,Friday,31
Buiron Crauford,2012-03-18,2022-03-18,March,Friday,31
Kimmy Brody,2012-03-13,2022-03-13,March,Friday,31
Flinn Tollfree,2013-03-12,2022-03-12,March,Friday,31
Gilemette Vezey,2013-03-12,2022-03-12,March,Friday,31
Normie Cleave,2015-03-20,2022-03-20,March,Friday,31
Andris Somerbell,2015-03-27,2022-03-27,March,Friday,31
Hedvig Abbot,2014-03-20,2022-03-20,March,Friday,31
Chere Vinson,2013-03-04,2022-03-04,March,Friday,31
Darrick Shellard,2013-03-27,2022-03-27,March,Friday,31
Thorstein Valente,2014-03-11,2022-03-11,March,Friday,31
Reggis Ferandez,2014-03-18,2022-03-18,March,Friday,31
Merrily Altamirano,2013-03-18,2022-03-18,March,Friday,31
Nannie Ferebee,2015-03-11,2022-03-11,March,Friday,31
Catrina Hannabuss,2012-03-12,2022-03-12,March,Friday,31
Rosaline Youel,2013-03-19,2022-03-19,March,Friday,31
Gwen Glowinski,2012-03-04,2022-03-04,March,Friday,31
Kamila Benedtti,2012-07-10,2022-07-10,July,Friday,49
Madison Cominetti,2014-07-17,2022-07-17,July,Friday,49
Davin Mazdon,2015-07-10,2022-07-10,July,Friday,49
Toddie Artz,2013-07-09,2022-07-09,July,Friday,49
Archibaldo Penwell,2012-07-15,2022-07-15,July,Friday,49
Benetta Zanussii,2012-07-30,2022-07-30,July,Friday,49
Grantley Doogan,2014-07-02,2022-07-02,July,Friday,49
Tally Powland,2015-07-02,2022-07-02,July,Friday,49
Adrian Snary,2013-07-22,2022-07-22,July,Friday,49
Sibeal Templeton,2012-07-22,2022-07-22,July,Friday,49
Orsa Orrey,2015-07-30,2022-07-30,July,Friday,49
Kakalina Standbrook,2012-07-23,2022-07-23,July,Friday,49
Cory Shackle,2012-07-31,2022-07-31,July,Friday,49
Thorpe Trudgion,2015-07-08,2022-07-08,July,Friday,49
Sallyann Tawse,2014-07-10,2022-07-10,July,Friday,49
Leslie Rontree,2013-07-17,2022-07-17,July,Friday,49
Ardyce Meriton,2012-07-23,2022-07-23,July,Friday,49
Cristionna Hegden,2015-07-03,2022-07-03,July,Friday,49
Ad Falco,2013-07-17,2022-07-17,July,Friday,49
Winston Coltan,2013-07-29,2022-07-29,July,Friday,49
Elsa Yakutin,2012-07-03,2022-07-03,July,Friday,49
Melesa Carillo,2013-07-23,2022-07-23,July,Friday,49
Devan Soppett,2015-07-16,2022-07-16,July,Friday,49
Alane Biddiss,2012-07-29,2022-07-29,July,Friday,49
Sammy Ferrarotti,2013-07-23,2022-07-23,July,Friday,49
Joye Sleit,2013-07-29,2022-07-29,July,Friday,49
Hanny Cullity,2015-07-01,2022-07-01,July,Friday,49
Aron Cosslett,2013-07-16,2022-07-16,July,Friday,49
Desirae Tondeur,2014-07-15,2022-07-15,July,Friday,49
Demetris Aslett,2013-07-23,2022-07-23,July,Friday,49
Gussy Dowdell,2014-07-08,2022-07-08,July,Friday,49
Melva Bradburn,2014-07-01,2022-07-01,July,Friday,49
Hiram Birkenshaw,2013-07-03,2022-07-03,July,Friday,49
Amberly Wones,2013-07-22,2022-07-22,July,Friday,49
Tate Guitton,2014-07-09,2022-07-09,July,Friday,49
Jami Plunket,2014-07-16,2022-07-16,July,Friday,49
Correna Segrave,2013-07-09,2022-07-09,July,Friday,49
Calla Emms,2013-07-22,2022-07-22,July,Friday,49
Alanson Joost,2015-07-10,2022-07-10,July,Friday,49
Shelly Deares,2014-07-17,2022-07-17,July,Friday,49
Dana Gauld,2014-07-15,2022-07-15,July,Friday,49
Tony Roches,2013-07-03,2022-07-03,July,Friday,49
Burl Glassborow,2015-07-31,2022-07-31,July,Friday,49
Keely Skellion,2015-07-24,2022-07-24,July,Friday,49
Elaine Blackborough,2013-07-31,2022-07-31,July,Friday,49
Roddie Ovett,2013-07-10,2022-07-10,July,Friday,49
Darsie Midson,2015-07-10,2022-07-10,July,Friday,49
Risa Marc,2013-07-31,2022-07-31,July,Friday,49
Deirdre Maharey,2015-07-17,2022-07-17,July,Friday,49
Doralynne Sekulla,2015-03-14,2022-03-14,March,Monday,8
Garnette Chiese,2014-03-28,2022-03-28,March,Monday,8
Cristina Oseman,2012-03-28,2022-03-28,March,Monday,8
Saree Farquhar,2013-03-28,2022-03-28,March,Monday,8
Ronica Proppers,2015-03-07,2022-03-07,March,Monday,8
Vonni Mullin,2013-03-21,2022-03-21,March,Monday,8
Keelia McBoyle,2015-03-21,2022-03-21,March,Monday,8
Brig Lawty,2015-03-28,2022-03-28,March,Monday,8
Joete Goutcher,2015-01-06,2022-01-06,January,Thursday,6
Dorolice Crosthwaite,2015-01-06,2022-01-06,January,Thursday,6
Pyotr Anten,2012-01-06,2022-01-06,January,Thursday,6
Celine De la Yglesia,2012-01-13,2022-01-13,January,Thursday,6
Langston Janjic,2014-01-06,2022-01-06,January,Thursday,6
Harrietta Chumley,2012-01-20,2022-01-20,January,Thursday,6
Akim Godfroy,2012-09-30,2022-09-30,September,Friday,41
Casey Addicote,2014-09-25,2022-09-25,September,Friday,41
Johnathan Lamplough,2013-09-25,2022-09-25,September,Friday,41
Gauthier Bruinsma,2013-09-23,2022-09-23,September,Friday,41
Pren Gudgeon,2013-09-24,2022-09-24,September,Friday,41
Tibold Cottingham,2013-09-03,2022-09-03,September,Friday,41
Francene Ebbin,2012-09-16,2022-09-16,September,Friday,41
Alon Brash,2011-09-23,2022-09-23,September,Friday,41
L;urette Applegarth,2012-09-10,2022-09-10,September,Friday,41
Perren Randalston,2013-09-03,2022-09-03,September,Friday,41
Vic Barends,2014-09-24,2022-09-24,September,Friday,41
Darline Glandon,2013-09-11,2022-09-11,September,Friday,41
Jocelin Slora,2012-09-11,2022-09-11,September,Friday,41
Twila Bradmore,2014-10-01,2022-10-01,September,Friday,41
Matthieu Hoyer,2012-09-04,2022-09-04,September,Friday,41
Ilsa Tettley,2013-09-11,2022-09-11,September,Friday,41
Bernete Westoff,2014-10-02,2022-10-02,September,Friday,41
Denise Huckleby,2012-10-01,2022-10-01,September,Friday,41
Tabbie Edgar,2011-10-02,2022-10-02,September,Friday,41
Jada Lindenman,2014-09-04,2022-09-04,September,Friday,41
Consolata Augur,2013-09-09,2022-09-09,September,Friday,41
Stearn Quilleash,2011-09-18,2022-09-18,September,Friday,41
Celinka Skey,2014-09-23,2022-09-23,September,Friday,41
Burnaby Gosby,2013-09-09,2022-09-09,September,Friday,41
Frank Mersh,2014-09-04,2022-09-04,September,Friday,41
Benedetto Staker,2012-09-11,2022-09-11,September,Friday,41
Agretha Ivanchikov,2011-09-23,2022-09-23,September,Friday,41
Yasmin Jinkins,2011-09-04,2022-09-04,September,Friday,41
Jaymee Mannakee,2012-10-02,2022-10-02,September,Friday,41
Korney Perring,2013-09-23,2022-09-23,September,Friday,41
Jamima Heed,2011-09-10,2022-09-10,September,Friday,41
Skip Geipel,2014-09-25,2022-09-25,September,Friday,41
Parrnell Penrith,2011-09-04,2022-09-04,September,Friday,41
Fraze Tutin,2013-09-02,2022-09-02,September,Friday,41
Sarine Pedlingham,2013-09-16,2022-09-16,September,Friday,41
Jose Kennan,2011-09-23,2022-09-23,September,Friday,41
Carmelita Wiffen,2011-09-11,2022-09-11,September,Friday,41
Dion Grimestone,2011-09-16,2022-09-16,September,Friday,41
Elvin Lewinton,2013-09-10,2022-09-10,September,Friday,41
Daryle Flewitt,2012-09-11,2022-09-11,September,Friday,41
Engracia Pashbee,2013-09-23,2022-09-23,September,Friday,41
Karole Floch,2012-11-06,2022-11-06,November,Friday,39
Lanette Berzen,2011-11-18,2022-11-18,November,Friday,39
Merrili Truelock,2013-11-27,2022-11-27,November,Friday,39
Inger Sugar,2011-11-25,2022-11-25,November,Friday,39
Toiboid Scamerden,2013-11-05,2022-11-05,November,Friday,39
Chantal Caherny,2012-11-20,2022-11-20,November,Friday,39
Leese Leinster,2012-11-05,2022-11-05,November,Friday,39
Ilise Bowring,2011-11-12,2022-11-12,November,Friday,39
Allen Welburn,2014-11-05,2022-11-05,November,Friday,39
West Kibby,2013-11-20,2022-11-20,November,Friday,39
Daisey Blanning,2012-11-27,2022-11-27,November,Friday,39
Cynthea Whittier,2014-11-04,2022-11-04,November,Friday,39
Earl Kelleway,2013-11-06,2022-11-06,November,Friday,39
Pernell Howgego,2013-11-25,2022-11-25,November,Friday,39
Marcus Lemery,2012-11-26,2022-11-26,November,Friday,39
Lucais Hyrons,2013-11-11,2022-11-11,November,Friday,39
Ricardo Barmby,2014-11-20,2022-11-20,November,Friday,39
Emmott Barnaby,2014-11-05,2022-11-05,November,Friday,39
Pammie Maxweell,2013-11-11,2022-11-11,November,Friday,39
Gerrie Bonehill,2012-11-05,2022-11-05,November,Friday,39
Cori Oolahan,2012-11-25,2022-11-25,November,Friday,39
Gail Farnish,2012-11-06,2022-11-06,November,Friday,39
Dolorita Borrows,2011-11-20,2022-11-20,November,Friday,39
Stavros Rhead,2014-11-20,2022-11-20,November,Friday,39
Lindy Wallman,2012-11-27,2022-11-27,November,Friday,39
Barris Traves,2013-11-18,2022-11-18,November,Friday,39
Robby Scrivener,2014-11-19,2022-11-19,November,Friday,39
Marcela Gath,2011-11-05,2022-11-05,November,Friday,39
Jamima Cossor,2013-11-05,2022-11-05,November,Friday,39
Poppy Denniston,2012-11-12,2022-11-12,November,Friday,39
Brenden Greengrass,2012-11-20,2022-11-20,November,Friday,39
Farris Queree,2013-11-11,2022-11-11,November,Friday,39
Ned Mathouse,2013-11-12,2022-11-12,November,Friday,39
Emlen Dumingo,2014-11-19,2022-11-19,November,Friday,39
Filippa Pattingson,2014-11-04,2022-11-04,November,Friday,39
Noach Pagen,2013-11-11,2022-11-11,November,Friday,39
Jilli Kevane,2011-11-11,2022-11-11,November,Friday,39
Sonny Finlason,2014-11-26,2022-11-26,November,Friday,39
Amy Pirrie,2013-11-06,2022-11-06,November,Friday,39
Brigida De Ath,2014-08-07,2022-08-07,August,Friday,24
Maribeth Blumson,2014-08-27,2022-08-27,August,Friday,24
Constantina McIlwaine,2014-08-26,2022-08-26,August,Friday,24
Teodor Wragge,2015-08-14,2022-08-14,August,Friday,24
Brynna Armit,2012-08-12,2022-08-12,August,Friday,24
Helli Owbridge,2014-08-05,2022-08-05,August,Friday,24
Aldis Sherewood,2013-08-21,2022-08-21,August,Friday,24
Emelyne Pierro,2012-08-14,2022-08-14,August,Friday,24
Sofie Duinbleton,2015-08-28,2022-08-28,August,Friday,24
Blake MacIlhargy,2014-08-21,2022-08-21,August,Friday,24
Nathanial Matczak,2013-08-27,2022-08-27,August,Friday,24
Cynthie Marthen,2014-08-26,2022-08-26,August,Friday,24
Grethel Husset,2015-08-07,2022-08-07,August,Friday,24
Janetta Dressell,2015-08-26,2022-08-26,August,Friday,24
Charita Mabee,2013-08-27,2022-08-27,August,Friday,24
Rica Greensitt,2013-08-21,2022-08-21,August,Friday,24
Zak Lillee,2013-08-26,2022-08-26,August,Friday,24
"Eddy O'Gaven",2013-08-26,2022-08-26,August,Friday,24
Markus Madill,2014-08-21,2022-08-21,August,Friday,24
Lindi Veare,2014-08-27,2022-08-27,August,Friday,24
Lacey Addeycott,2013-08-28,2022-08-28,August,Friday,24
Caye Gove,2013-08-13,2022-08-13,August,Friday,24
Virgie Roark,2015-08-12,2022-08-12,August,Friday,24
Pincas Sogg,2015-08-19,2022-08-19,August,Friday,24
Moselle Alelsandrovich,2012-12-22,2022-12-22,December,Thursday,20
Rowland Krinks,2014-12-22,2022-12-22,December,Thursday,20
Dotty Oldknow,2013-12-22,2022-12-22,December,Thursday,20
Layne Curston,2013-12-29,2022-12-29,December,Thursday,20
Amalee Marquiss,2011-12-15,2022-12-15,December,Thursday,20
Reine Djorvic,2013-12-08,2022-12-08,December,Thursday,20
Liam Sings,2012-12-15,2022-12-15,December,Thursday,20
Tammie Alabone,2013-12-08,2022-12-08,December,Thursday,20
Brit Craze,2012-12-29,2022-12-29,December,Thursday,20
Hunt Zamboniari,2013-12-01,2022-12-01,December,Thursday,20
Ginny Sebyer,2014-12-22,2022-12-22,December,Thursday,20
Merci Tutsell,2014-12-01,2022-12-01,December,Thursday,20
Lucien Crean,2013-12-08,2022-12-08,December,Thursday,20
Kyrstin Liebermann,2011-12-08,2022-12-08,December,Thursday,20
Erasmus Simmers,2014-12-29,2022-12-29,December,Thursday,20
Faustine Trimmell,2013-12-22,2022-12-22,December,Thursday,20
Zane Slaght,2011-12-15,2022-12-15,December,Thursday,20
"Tammie O' Connell",2011-12-29,2022-12-29,December,Thursday,20
Gayler Littledike,2013-12-08,2022-12-08,December,Thursday,20
Henrie Wrightson,2014-12-01,2022-12-01,December,Thursday,20
Blinni Fieldstone,2013-11-17,2022-11-17,November,Thursday,13
Annabell Goscomb,2013-11-10,2022-11-10,November,Thursday,13
Nappie Sire,2011-11-10,2022-11-10,November,Thursday,13
Yuri Keywood,2013-11-10,2022-11-10,November,Thursday,13
Aridatha Bonicelli,2011-11-03,2022-11-03,November,Thursday,13
Lanny Alyukin,2012-11-10,2022-11-10,November,Thursday,13
Patricio Meakin,2012-11-17,2022-11-17,November,Thursday,13
Gustave Pickervance,2012-11-03,2022-11-03,November,Thursday,13
Corry Lassells,2011-11-24,2022-11-24,November,Thursday,13
Freddi Phillps,2011-11-10,2022-11-10,November,Thursday,13
Deni Baudin,2011-11-03,2022-11-03,November,Thursday,13
Jerry Pelerin,2011-11-17,2022-11-17,November,Thursday,13
Casandra Norewood,2014-11-24,2022-11-24,November,Thursday,13
Findlay Schonfelder,2014-01-19,2022-01-19,January,Wednesday,14
Isaiah Antowski,2014-01-12,2022-01-12,January,Wednesday,14
Jewelle Skaif,2015-01-19,2022-01-19,January,Wednesday,14
Anny Casterot,2015-01-26,2022-01-26,January,Wednesday,14
James Bartles,2012-01-12,2022-01-12,January,Wednesday,14
Emili Matyja,2013-01-05,2022-01-05,January,Wednesday,14
Rosalynd Henrion,2013-01-26,2022-01-26,January,Wednesday,14
Armstrong Nutman,2012-01-05,2022-01-05,January,Wednesday,14
Cecil Gavaghan,2013-01-12,2022-01-12,January,Wednesday,14
Ingunna Hauck,2015-01-26,2022-01-26,January,Wednesday,14
Vincent Seedull,2012-01-12,2022-01-12,January,Wednesday,14
Ossie Woodard,2012-01-12,2022-01-12,January,Wednesday,14
Corey Garnsworthy,2012-01-12,2022-01-12,January,Wednesday,14
Cassandry Trevaskus,2015-01-05,2022-01-05,January,Wednesday,14
Idell Shropshire,2015-05-02,2022-05-02,May,Monday,7
Dacie Hunnam,2014-05-16,2022-05-16,May,Monday,7
Emylee Shawel,2014-05-02,2022-05-02,May,Monday,7
Lonnard Stivey,2014-05-02,2022-05-02,May,Monday,7
Adah Townson,2013-05-02,2022-05-02,May,Monday,7
Jacklin Biggerstaff,2015-05-30,2022-05-30,May,Monday,7
Dyan Heckney,2014-05-02,2022-05-02,May,Monday,7
Kain Guerre,2015-08-10,2022-08-10,August,Wednesday,10
Lamont Tolefree,2012-08-17,2022-08-17,August,Wednesday,10
Iago Szimon,2014-08-31,2022-08-31,August,Wednesday,10
Ermanno Polglaze,2013-08-24,2022-08-24,August,Wednesday,10
Terry Lillow,2013-08-10,2022-08-10,August,Wednesday,10
Ansley Took,2015-08-17,2022-08-17,August,Wednesday,10
Brittaney Cumberpatch,2013-08-24,2022-08-24,August,Wednesday,10
Trumaine Beggs,2012-08-31,2022-08-31,August,Wednesday,10
Korney Pennington,2013-08-24,2022-08-24,August,Wednesday,10
Louella Ketch,2015-08-17,2022-08-17,August,Wednesday,10
Avery Colebourn,2012-08-30,2022-08-30,August,Tuesday,15
Dynah Petrillo,2013-08-16,2022-08-16,August,Tuesday,15
Nataniel Capinetti,2012-08-23,2022-08-23,August,Tuesday,15
Walker Capron,2015-08-30,2022-08-30,August,Tuesday,15
Sasha Corsor,2013-08-09,2022-08-09,August,Tuesday,15
Philippe Plume,2013-08-16,2022-08-16,August,Tuesday,15
Chrissie Torrans,2014-08-02,2022-08-02,August,Tuesday,15
Derry Crowest,2015-08-02,2022-08-02,August,Tuesday,15
Evelin Myott,2015-08-02,2022-08-02,August,Tuesday,15
